0, 114, 40, -19.97, -19.97
1, 114, 12, -47.19, -47.19
2, 114, 35, -206.55, -206.55
3, 114, 103, 39.5, -206.55
4, 114, 76, -120.68, -206.55
5, 114, 1, -11.88, -206.55
6, 114, 41, -102.69, -206.55
7, 114, 0, 0, -206.55
8, 114, 1, -5.64, -206.55
9, 114, 85, 84.28, -206.55
10, 114, 23, -141.92, -206.55
11, 114, 38, -130.69, -206.55
12, 114, 66, -140.19, -206.55
13, 114, 94, 60.83, -206.55
14, 114, 22, -114.13, -206.55
15, 114, 86, -5.82, -206.55
16, 114, 86, -121.14, -206.55
17, 114, 40, -171.52, -206.55
18, 114, 34, -269.68, -269.68
19, 114, 100, 22.01, -269.68
20, 114, 91, -19.7, -269.68
21, 114, 28, -119.03, -269.68
22, 114, 61, -107.55, -269.68
23, 114, 94, 79.23, -269.68
24, 114, 6, -37.9, -269.68
25, 114, 47, -132.28, -269.68
26, 114, 49, -172.27, -269.68
27, 114, 34, -159.09, -269.68
28, 114, 94, 88.45, -269.68
29, 114, 64, -89.25, -269.68
30, 114, 112, 73.07, -269.68
31, 114, 97, 9.5, -269.68
32, 114, 17, -39.82, -269.68
33, 114, 71, -101.58, -269.68
34, 114, 91, -17.93, -269.68
35, 114, 4, -14.54, -269.68
36, 114, 86, -10.46, -269.68
37, 114, 56, -235.17, -269.68
38, 114, 29, -140.28, -269.68
39, 114, 49, -111.19, -269.68
40, 114, 91, -46.55, -269.68
41, 114, 18, -43.85, -269.68
42, 114, 47, -68.31, -269.68
43, 114, 97, 6.71, -269.68
44, 114, 101, -48.09, -269.68
45, 114, 22, -76.84, -269.68
46, 114, 54, -109.63, -269.68
47, 114, 59, -122.67, -269.68
48, 114, 114, 82.66, -269.68
49, 114, 102, 21.59, -269.68
50, 114, 34, -102.22, -269.68
51, 114, 84, 1.34, -269.68
52, 114, 37, -80.67, -269.68
53, 114, 97, 26.32, -269.68
54, 114, 9, -2.81, -269.68
55, 114, 68, -49.18, -269.68
56, 114, 107, 86.3, -269.68
57, 114, 82, -27.39, -269.68
58, 114, 73, -145.86, -269.68
